,Truck: Snorri's Datsun,Truck: Jorgen's Nissan,Truck: Glinda's Tanker,Truck: Jake's Semi,Customer: Aidura IronSon,Customer: Patrin Grimsleeper,Customer: Jarvari Mithril-Born,Customer: Melnur StormPeak,Customer: Lonin IronJaw,Customer: Zala Grimsleeper,Customer: Bagrna Hazelaxe,Customer: Fraeg Bunhark
1,0.2,0.2,0.05,0.05,0.49898603859530527,0.4989892721878628,0.49898308296661553,0.4990815358243875,0.49898918808426485,0.49899654945369704,0.499057774699029,0.4990057281851564
2,0.4,0.4,0.1,0.1,0.49797207719061065,0.4979785443757257,0.497966165933231,0.498163071648775,0.49797837616852975,0.49799309890739407,0.4981155493980581,0.49801145637031274
3,0.6000000000000001,0.6000000000000001,0.15000000000000002,0.15000000000000002,0.4969581157859158,0.4969678165635885,0.4969492488998465,0.49724460747316257,0.49696756425279465,0.4969896483610912,0.49717332409708703,0.4970171845554691
4,0.8,0.8,0.2,0.2,0.49594415438122114,0.49595708875145134,0.495932331866462,0.4963261432975501,0.49595675233705955,0.4959861978147883,0.4962310987961162,0.49602291274062543
5,1.0,1.0,0.25,0.25,0.49493019297652646,0.49494636093931427,0.49491541483307766,0.49540767912193756,0.4949459404213245,0.49498274726848523,0.4952888734951452,0.4950286409257818
6,1.2,1.2,0.3,0.3,0.4939162315718316,0.4939356331271771,0.4938984977996931,0.4944892149463251,0.49393512850558935,0.4939792967221823,0.49434664819417423,0.49403436911093807
7,1.249999999999999,1.249999999999999,0.35,0.35,0.49290227016713695,0.49292490531503996,0.49288158076630867,0.49357075077071255,0.4929243165898542,0.49297584617587936,0.4934044228932033,0.4930400972960945
8,1.4499999999999988,1.4499999999999988,0.39999999999999997,0.39999999999999997,0.49188830876244216,0.4919141775029028,0.4918646637329242,0.49265228659510013,0.4919135046741191,0.4919723956295765,0.4924621975922323,0.49204582548125086
9,1.6499999999999988,1.6499999999999988,0.44999999999999996,0.44999999999999996,0.4908743473577475,0.49090344969076555,0.49084774669953973,0.49173382241948765,0.49090269275838394,0.49096894508327354,0.4915199722912614,0.49105155366640724
10,1.8499999999999988,1.8499999999999988,0.49999999999999994,0.49999999999999994,0.48986038595305276,0.4898927218786284,0.4898308296661552,0.4908153582438752,0.4898918808426489,0.4899654945369706,0.4905777469902904,0.49005728185156366
11,2.049999999999999,2.049999999999999,0.5499999999999999,0.5499999999999999,0.48884642454835797,0.48888199406649124,0.4888139126327707,0.48989689406826264,0.48888106892691374,0.48896204399066767,0.4896355216893194,0.48906301003672
12,2.249999999999999,2.249999999999999,0.6,0.6,0.4878324631436633,0.4878712662543542,0.4877969955993863,0.48897842989265017,0.4878702570111787,0.48795859344436465,0.48869329638834846,0.48806873822187624
13,2.4499999999999993,2.4499999999999993,0.65,0.65,0.48681850173896857,0.48686053844221694,0.4867800785660018,0.48805996571703775,0.48685944509544354,0.4869551428980617,0.4877510710873776,0.4870744664070326
14,2.4999999999999982,2.4999999999999982,0.7000000000000001,0.7000000000000001,0.4858045403342738,0.48584981063007987,0.4857631615326173,0.4871415015414252,0.4858486331797085,0.48595169235175883,0.4868088457864066,0.48608019459218893
15,2.6999999999999984,2.6999999999999984,0.7500000000000001,0.7500000000000001,0.4847905789295791,0.4848390828179427,0.48474624449923276,0.48622303736581274,0.48483782126397335,0.48494824180545587,0.4858666204854356,0.48508592277734536
16,2.8999999999999986,2.8999999999999986,0.8000000000000002,0.8000000000000002,0.4837766175248844,0.48382835500580557,0.4837293274658483,0.4853045731902002,0.48382700934823825,0.4839447912591529,0.4849243951844646,0.48409165096250173
17,3.0999999999999988,3.0999999999999988,0.8500000000000002,0.8500000000000002,0.48276265612018965,0.48281762719366833,0.4827124104324638,0.48438610901458773,0.4828161974325031,0.48294134071285,0.4839821698834937,0.4830973791476581
18,3.299999999999999,3.299999999999999,0.9000000000000002,0.9000000000000002,0.481748694715495,0.4818068993815312,0.4816954933990793,0.4834676448389753,0.481805385516768,0.481937890166547,0.4830399445825227,0.4821031073328145
19,3.499999999999999,3.499999999999999,0.9500000000000003,0.9500000000000003,0.48073473331080024,0.4807961715693941,0.48067857636569483,0.48254918066336283,0.4807945736010329,0.48093443962024407,0.4820977192815517,0.4811088355179708
20,3.6999999999999993,3.6999999999999993,1.0000000000000002,1.0000000000000002,0.47972077190610546,0.4797854437572569,0.4796616593323104,0.4816307164877503,0.4797837616852978,0.4799309890739412,0.4811554939805808,0.48011456370312716
21,3.7499999999999982,3.7499999999999982,1.0500000000000003,1.0500000000000003,0.4787068105014108,0.47877471594511983,0.47864474229892595,0.4807122523121378,0.47877294976956264,0.4789275385276382,0.4802132686796098,0.4791202918882835
22,3.9499999999999984,3.9499999999999984,1.1000000000000003,1.1000000000000003,0.47769284909671605,0.4777639881329826,0.4776278252655415,0.4797937881365253,0.4777621378538275,0.47792408798133523,0.4792710433786389,0.47812602007343985
23,4.149999999999999,4.149999999999999,1.1500000000000004,1.1500000000000004,0.47667888769202127,0.4767532603208455,0.47661090823215696,0.47887532396091287,0.47675132593809244,0.47692063743503227,0.4783288180776679,0.47713174825859617
24,4.349999999999999,4.349999999999999,1.2000000000000004,1.2000000000000004,0.4756649262873266,0.47574253250870824,0.4755939911987725,0.4779568597853004,0.47574051402235734,0.47591718688872936,0.477386592776697,0.4761374764437526
25,4.374999999999998,4.549999999999999,1.2500000000000004,1.2500000000000004,0.47465096488263187,0.4747318046965711,0.474577074165388,0.47703839560968786,0.4747297021066222,0.4749137363424264,0.476444367475726,0.4751432046289089
26,4.574999999999998,4.749999999999999,1.2500000000000049,1.2500000000000049,0.4736370034779371,0.47372107688443393,0.4735601571320035,0.4761199314340754,0.47371889019088714,0.47391028579612354,0.475502142174755,0.47414893281406534
27,4.774999999999999,4.949999999999999,1.300000000000005,1.300000000000005,0.47262304207324235,0.47271034907229675,0.472543240098619,0.4752014672584629,0.472708078275152,0.4729068352498206,0.47455991687378407,0.4731546609992217
28,4.974999999999999,5.000000000000002,1.350000000000005,1.350000000000005,0.4716090806685477,0.4716996212601597,0.47152632306523456,0.47428300308285043,0.47169726635941694,0.47190338470351756,0.4736176915728131,0.472160389184378
